Title,Owner,PageURL,AssetURL,FileName,DateCreated,DateUpdated,FileSize,FileSizeUnit,FileType,NumRecords,OriginalTags,ManualTags,License,Description,Source
Solar Powered Compactor Bins,Dundee City Council,https://data.dundeecity.gov.uk/dataset/solar-powered-compactor-bins-waste-generation,https://data.dundeecity.gov.uk/dataset/95203e8d-129d-4873-96aa-b99ad4240433/resource/512127b5-810a-40ef-90f2-295e917bce90/download/number-of-collections-june-2019.csv,Number of Collections - June 2019,2018-08-07 09:12:11.650108,2019-08-16 15:16:24.828877,1520.0,B,CSV,,"environment,waste,geospatial",,Open Data Commons Open Database License 1.0,Waste generation and number of collections of individual units within Dundee City Council's network of solar powered compactor bins. ,ckan API
Solar Powered Compactor Bins,Dundee City Council,https://data.dundeecity.gov.uk/dataset/solar-powered-compactor-bins-waste-generation,https://data.dundeecity.gov.uk/dataset/95203e8d-129d-4873-96aa-b99ad4240433/resource/fdc53cd3-871c-4d16-8ace-6b1fae812fc7/download/solar-powered-compactor-bins-waste-generation-june-2019.csv,Solar Powered Compactor Bins - Waste Generation - June 2019,2018-08-07 09:12:11.650108,2019-08-16 15:16:24.828877,1626.0,B,CSV,,"environment,waste,geospatial",,Open Data Commons Open Database License 1.0,Waste generation and number of collections of individual units within Dundee City Council's network of solar powered compactor bins. ,ckan API
Solar Powered Compactor Bins,Dundee City Council,https://data.dundeecity.gov.uk/dataset/solar-powered-compactor-bins-waste-generation,https://data.dundeecity.gov.uk/dataset/95203e8d-129d-4873-96aa-b99ad4240433/resource/5fe56e36-d3d3-4ec0-a10b-55cad720259b/download/waste-generation-hourly-june-2019.csv,Waste Generation - Hourly - June 2019,2018-08-07 09:12:11.650108,2019-08-16 15:16:24.828877,62804.0,B,CSV,,"environment,waste,geospatial",,Open Data Commons Open Database License 1.0,Waste generation and number of collections of individual units within Dundee City Council's network of solar powered compactor bins. ,ckan API
Speed Surveys,Dundee City Council,https://data.dundeecity.gov.uk/dataset/speed-surveys,https://data.dundeecity.gov.uk/dataset/b8273ab2-e87c-43f7-b8b9-e7699a847659/resource/46bfcf3b-98c0-41ad-a949-84ddfe4cfca0/download/speed-surveys-october_2017_export.zip,Speed Surveys - October 2017 Extract,2018-03-12 12:24:48.942771,2018-04-12 09:59:56.823829,6941711.0,B,ZIP,,"Road Safety,Speed,Transport",,Open Government Licence 3.0 (United Kingdom),"Speed surveys for various sites in Dundee. Surveys are carried out by the [Roads and Transportation Division](https://www.dundeecity.gov.uk/service-area/city-development/roads-and-transportation) using automatic traffic counters. \r\n\r\nThe counters record the;\r\n\r\n* number of vehicles by time of day (in 1 hour intervals), and\r\n* speed distribution in up to 5 mph intervals.\r\n\r\nThis extract provides a snapshot of data collected by the division.\r\n",ckan API
Sustrans: Hands Up Scotland Survey,Dundee City Council,https://data.dundeecity.gov.uk/dataset/sustrans-hands-up-scotland-survey,https://data.dundeecity.gov.uk/dataset/c17e34d4-42fa-43f8-8833-bc4158b7cd22/resource/cee2c5ad-1642-46f6-a48b-a21ae9da4315/download/survey_response_rates.csv,2020 - Responses by school type - Scotland and Dundee City,2021-11-05 09:53:04.635166,2022-06-17 16:09:07.124385,2563.0,B,CSV,,Active Travel,,Open Government Licence 3.0 (United Kingdom),"The [Hands Up Scotland Survey](https://www.sustrans.org.uk/scotland/hands-up-scotland-survey) looks at how pupils across Scotland travel to school. The project is funded by Transport Scotland and is a joint survey between Sustrans and all 32 Scottish local authorities. Each September, schools across Scotland complete the survey in class by asking their pupils \u2018How do you normally travel to school?\u2019. Council staff distribute the survey to schools and return pupil responses to the Sustrans\u2019 Research and Monitoring Unit for overall collation, analysis and reporting.\r\n\r\nThe most recent results, published on 26th May 2022 in the 2021 Annual Report, provide a valuable snapshot of school travel in Scotland. The Annual Report can be accessed by clicking on the following link:\r\n\r\nhttps://www.sustrans.org.uk/our-blog/projects/uk-wide/scotland/hands-up-scotland-survey\r\n",ckan API
Sustrans: Hands Up Scotland Survey,Dundee City Council,https://data.dundeecity.gov.uk/dataset/sustrans-hands-up-scotland-survey,https://data.dundeecity.gov.uk/dataset/c17e34d4-42fa-43f8-8833-bc4158b7cd22/resource/6bc59db3-77cd-4d8e-abf5-bfe1316cfec3/download/dundee_survey_responses.csv,2020 -  Analysis by Travel Mode - Dundee City,2021-11-05 09:53:04.635166,2022-06-17 16:09:07.124385,4663.0,B,CSV,,Active Travel,,Open Government Licence 3.0 (United Kingdom),"The [Hands Up Scotland Survey](https://www.sustrans.org.uk/scotland/hands-up-scotland-survey) looks at how pupils across Scotland travel to school. The project is funded by Transport Scotland and is a joint survey between Sustrans and all 32 Scottish local authorities. Each September, schools across Scotland complete the survey in class by asking their pupils \u2018How do you normally travel to school?\u2019. Council staff distribute the survey to schools and return pupil responses to the Sustrans\u2019 Research and Monitoring Unit for overall collation, analysis and reporting.\r\n\r\nThe most recent results, published on 26th May 2022 in the 2021 Annual Report, provide a valuable snapshot of school travel in Scotland. The Annual Report can be accessed by clicking on the following link:\r\n\r\nhttps://www.sustrans.org.uk/our-blog/projects/uk-wide/scotland/hands-up-scotland-survey\r\n",ckan API
Sustrans: Hands Up Scotland Survey,Dundee City Council,https://data.dundeecity.gov.uk/dataset/sustrans-hands-up-scotland-survey,https://data.dundeecity.gov.uk/dataset/c17e34d4-42fa-43f8-8833-bc4158b7cd22/resource/03adf287-630f-41c1-ada0-eabce8db1678/download/2021_survey-_response_rates.csv,2021 - Responses by school type - Scotland and Dundee City ,2021-11-05 09:53:04.635166,2022-06-17 16:09:07.124385,2844.0,B,CSV,,Active Travel,,Open Government Licence 3.0 (United Kingdom),"The [Hands Up Scotland Survey](https://www.sustrans.org.uk/scotland/hands-up-scotland-survey) looks at how pupils across Scotland travel to school. The project is funded by Transport Scotland and is a joint survey between Sustrans and all 32 Scottish local authorities. Each September, schools across Scotland complete the survey in class by asking their pupils \u2018How do you normally travel to school?\u2019. Council staff distribute the survey to schools and return pupil responses to the Sustrans\u2019 Research and Monitoring Unit for overall collation, analysis and reporting.\r\n\r\nThe most recent results, published on 26th May 2022 in the 2021 Annual Report, provide a valuable snapshot of school travel in Scotland. The Annual Report can be accessed by clicking on the following link:\r\n\r\nhttps://www.sustrans.org.uk/our-blog/projects/uk-wide/scotland/hands-up-scotland-survey\r\n",ckan API
Sustrans: Hands Up Scotland Survey,Dundee City Council,https://data.dundeecity.gov.uk/dataset/sustrans-hands-up-scotland-survey,https://data.dundeecity.gov.uk/dataset/c17e34d4-42fa-43f8-8833-bc4158b7cd22/resource/46443e96-1f76-4499-b9cc-83752d492309/download/2021_analysis_by_travel_mode.csv,2021 - Analysis by Travel Mode - Dundee City,2021-11-05 09:53:04.635166,2022-06-17 16:09:07.124385,5039.0,B,CSV,,Active Travel,,Open Government Licence 3.0 (United Kingdom),"The [Hands Up Scotland Survey](https://www.sustrans.org.uk/scotland/hands-up-scotland-survey) looks at how pupils across Scotland travel to school. The project is funded by Transport Scotland and is a joint survey between Sustrans and all 32 Scottish local authorities. Each September, schools across Scotland complete the survey in class by asking their pupils \u2018How do you normally travel to school?\u2019. Council staff distribute the survey to schools and return pupil responses to the Sustrans\u2019 Research and Monitoring Unit for overall collation, analysis and reporting.\r\n\r\nThe most recent results, published on 26th May 2022 in the 2021 Annual Report, provide a valuable snapshot of school travel in Scotland. The Annual Report can be accessed by clicking on the following link:\r\n\r\nhttps://www.sustrans.org.uk/our-blog/projects/uk-wide/scotland/hands-up-scotland-survey\r\n",ckan API
Tree Preservation Order Boundaries,Dundee City Council,https://data.dundeecity.gov.uk/dataset/tree-preservation-order-boundaries,https://opendata-dundeecity.hub.arcgis.com/datasets/dundeecity::tpo-boundary/about,Tree Preservation Order Boundaries,2022-08-08 15:46:45.396466,2022-08-09 11:00:27.358332,42911.0,B,HTML,,Building Planning;TPO;arboriculture;conservation;nature;woodland;woods,,Creative Commons Attribution 4.0,"Where it appears to the Council that particular trees make a special contribution to the landscape or townscape or that any such tree or group of trees is under threat of removal or damage, a Tree Preservation Order may be served on all parties with an interest in the tree(s).",ckan API
Trees,Dundee City Council,https://data.dundeecity.gov.uk/dataset/trees,https://data.dundeecity.gov.uk/dataset/d7de061a-2fc2-4cba-aa1b-4d0d15ef5c33/resource/e54ef90a-76e5-415e-a272-5e489d9f5c67/download/trees_public.csv,Dundee Trees - CSV,2018-02-15 11:02:07.885377,2022-07-21 12:45:31.935123,949393.0,B,CSV,,Environment,,Open Government Licence 3.0 (United Kingdom),This data set contains information and location data of public trees across Dundee City.,ckan API
Trees,Dundee City Council,https://data.dundeecity.gov.uk/dataset/trees,https://data.dundeecity.gov.uk/dataset/d7de061a-2fc2-4cba-aa1b-4d0d15ef5c33/resource/43ead9bf-c66d-4eaf-81b0-5fb2b3a63f9a/download/species_nbn_dictionary.csv,Dundee - Tree Species Dictionary,2018-02-15 11:02:07.885377,2022-07-21 12:45:31.935123,61328.0,B,CSV,,Environment,,Open Government Licence 3.0 (United Kingdom),This data set contains information and location data of public trees across Dundee City.,ckan API
Waste and Recycling,Dundee City Council,https://data.dundeecity.gov.uk/dataset/waste-and-recycling,https://www.sepa.org.uk/environment/waste/waste-data/waste-data-reporting/waste-data-for-scotland/,Waste Data For Scotland,2018-05-10 09:14:53.904419,2018-05-10 09:16:44.437882,29281.0,B,HTML,,waste,,Open Government Licence 3.0 (United Kingdom),"Local authorities are required to report to the Scottish Environmental Protection Agency (SEPA) about waste collected and managed by or on behalf of them. This is done through an online reporting system called WasteDataFlow (WDF). Reports are submitted to SEPA annually, with a submission deadline of 28 February.  \r\n\r\nLocal authority waste data are verified on an annual basis by the Data Unit and are used to help fulfill Scotland\u2019s reporting obligations to the Scottish Government and Europe. The data from WasteDataFlow is used to populate Scotland\u2019s Environment [Household Waste Data Analysis Tool](https://www.environment.gov.scot/data/data-analysis/household-waste/). The tool shows a break-down of household waste generated and managed by waste type for 2011 \u2013 2015 and the trends for household waste generated, recycled and managed since 2004. \r\n\r\nThe Scotland\u2019s Environment [Waste Discover Data tool](https://www.environment.gov.scot/data/data-analysis/waste-from-all-sources/) presents waste from all sources, i.e. from households, the construction and demolition sector, and from commerce and industry. The tool shows a break-down of waste types for 2011 \u2013 2015 and the trend for Scottish waste landfilled since 2005.\r\n\r\nAll data can be exported to Excel if required.",ckan API
AdoptedCorePaths PKC,Perth & Kinross Council,https://data.pkc.gov.uk/dataset/adoptedcorepaths-pkc,https://opendata-pkc.opendata.arcgis.com/maps/eb4ef60d344f4531ba2c628686e6cb15_0,ArcGIS Hub Dataset,2022-08-18 11:37:02.496227,2022-08-18 11:39:58.078634,36300.0,B,HTML,,Core Paths. Adopted,,,"<DIV STYLE=""text-align:Left;font-size:12pt""><P><SPAN>Core Path network adopted by Perth &amp; Kinross Council on 25/01/2012. The Inquiry Report is available on the Scottish Government website from 13/12/2011. The data includes amendments made after any consultation process held after the initial network was adopted.</SPAN></P></DIV>",ckan API
AdoptedCorePaths PKC,Perth & Kinross Council,https://data.pkc.gov.uk/dataset/adoptedcorepaths-pkc,https://services.arcgis.com/pfFDYSlYcp7mabvZ/arcgis/rest/services/AdoptedCorePaths_PKC/FeatureServer/0,ArcGIS GeoService,2022-08-18 11:37:02.496227,2022-08-18 11:39:58.078634,6547.0,B,ArcGIS GeoServices REST API,,Core Paths. Adopted,,,"<DIV STYLE=""text-align:Left;font-size:12pt""><P><SPAN>Core Path network adopted by Perth &amp; Kinross Council on 25/01/2012. The Inquiry Report is available on the Scottish Government website from 13/12/2011. The data includes amendments made after any consultation process held after the initial network was adopted.</SPAN></P></DIV>",ckan API
AdoptedCorePaths PKC,Perth & Kinross Council,https://data.pkc.gov.uk/dataset/adoptedcorepaths-pkc,https://opendata-pkc.opendata.arcgis.com/datasets/eb4ef60d344f4531ba2c628686e6cb15_0.geojson?outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,GeoJSON,2022-08-18 11:37:02.496227,2022-08-18 11:39:58.078634,0.0,B,GeoJSON,,Core Paths. Adopted,,,"<DIV STYLE=""text-align:Left;font-size:12pt""><P><SPAN>Core Path network adopted by Perth &amp; Kinross Council on 25/01/2012. The Inquiry Report is available on the Scottish Government website from 13/12/2011. The data includes amendments made after any consultation process held after the initial network was adopted.</SPAN></P></DIV>",ckan API
AdoptedCorePaths PKC,Perth & Kinross Council,https://data.pkc.gov.uk/dataset/adoptedcorepaths-pkc,https://opendata-pkc.opendata.arcgis.com/datasets/eb4ef60d344f4531ba2c628686e6cb15_0.csv?outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,CSV,2022-08-18 11:37:02.496227,2022-08-18 11:39:58.078634,0.0,B,CSV,,Core Paths. Adopted,,,"<DIV STYLE=""text-align:Left;font-size:12pt""><P><SPAN>Core Path network adopted by Perth &amp; Kinross Council on 25/01/2012. The Inquiry Report is available on the Scottish Government website from 13/12/2011. The data includes amendments made after any consultation process held after the initial network was adopted.</SPAN></P></DIV>",ckan API
